Insertions	125000	250000	375000	500000	625000	750000	875000	1000000		CacheStats	Disk Usage (MB)	Uncompressed Size (MB)	Compression Ratio	Parition Count	Serialization Time (%)	Disk Write Time (%)		Contains	200000	400000	600000	800000	1000000	1200000	1400000	1600000		PrefixSearches	100000	200000	300000	400000	500000	600000	700000	800000	TotalResults		Removals	93750	187500	281250	375000	468750	562500	656250	750000	
PatTrie-Rand-4MinDepth-40-rawIteration0	1.61	3.54	14.42	45.89	112.19	213.21	349.41	519.39		PatTrie-Rand-4MinDepth-40-rawIteration0	43.93	209.26	0.21	145727.0	0.026	0.929		PatTrie-Rand-4MinDepth-40-rawIteration0	16.57	31.89	47.41	62.79	78.15	93.36	108.77	124.16		PatTrie-Rand-4MinDepth-40-rawIteration0	9.7	19.47	29.1	38.8	49.13	58.89	68.79	78.53	1569299.0		PatTrie-Rand-4MinDepth-40-rawIteration0	65.74	137.48	214.48	278.94	333.39	383.85	429.51	464.15	
PatTrie-Rand-4MinDepth-40-rawIteration1	1.63	3.54	13.23	46.62	99.28	162.02	240.46	342.67		PatTrie-Rand-4MinDepth-40-rawIteration1	43.83	208.99	0.21	145243.0	0.036	0.874		PatTrie-Rand-4MinDepth-40-rawIteration1	16.27	31.82	47.36	62.91	78.22	93.59	109.07	124.28		PatTrie-Rand-4MinDepth-40-rawIteration1	9.59	19.28	29.16	38.84	48.69	58.45	68.17	77.79	1568509.0		PatTrie-Rand-4MinDepth-40-rawIteration1	60.68	132.88	201.03	267.05	324.29	372.46	410.81	441.59	
PatTrie-Rand-4MinDepth-40-rawIteration2	1.69	3.69	14.8	45.45	91.82	157.78	245.56	340.4		PatTrie-Rand-4MinDepth-40-rawIteration2	44.03	209.5	0.21	146173.0	0.037	0.875		PatTrie-Rand-4MinDepth-40-rawIteration2	18.68	34.16	50.1	65.64	81.14	96.42	111.79	127.27		PatTrie-Rand-4MinDepth-40-rawIteration2	9.62	19.4	29.05	38.79	48.46	58.17	67.96	77.64	1569303.0		PatTrie-Rand-4MinDepth-40-rawIteration2	72.53	158.41	231.76	298.59	357.37	411.47	455.16	479.67	
PatTrie-Rand-4MinDepth-80-rawIteration0	1.41	3.1	8.69	25.98	59.81	107.85	168.36	233.85		PatTrie-Rand-4MinDepth-80-rawIteration0	23.73	170.54	0.139	57217.0	0.047	0.74		PatTrie-Rand-4MinDepth-80-rawIteration0	14.41	28.68	42.89	57.51	71.96	86.97	101.48	115.75		PatTrie-Rand-4MinDepth-80-rawIteration0	8.31	16.75	25.39	33.99	42.63	51.1	59.61	68.29	1569299.0		PatTrie-Rand-4MinDepth-80-rawIteration0	47.2	89.2	145.26	189.33	235.57	266.76	294.27	303.4	
PatTrie-Rand-4MinDepth-80-rawIteration1	1.41	3.11	8.24	26.57	61.3	109.94	173.45	238.27		PatTrie-Rand-4MinDepth-80-rawIteration1	23.75	170.58	0.139	57258.0	0.047	0.779		PatTrie-Rand-4MinDepth-80-rawIteration1	14.32	28.47	43.37	58.28	72.64	86.91	101.71	116.54		PatTrie-Rand-4MinDepth-80-rawIteration1	8.39	17.01	25.64	34.06	42.66	51.29	59.71	68.42	1568509.0		PatTrie-Rand-4MinDepth-80-rawIteration1	40.02	89.42	142.2	176.68	217.94	247.71	265.07	273.29	
PatTrie-Rand-4MinDepth-80-rawIteration2	1.42	3.12	7.86	25.19	57.2	108.64	175.57	247.26		PatTrie-Rand-4MinDepth-80-rawIteration2	23.62	170.53	0.139	56734.0	0.046	0.802		PatTrie-Rand-4MinDepth-80-rawIteration2	14.28	28.75	43.24	57.76	72.27	86.78	101.58	116.2		PatTrie-Rand-4MinDepth-80-rawIteration2	8.33	16.9	25.35	33.8	42.48	50.9	59.56	68.04	1569303.0		PatTrie-Rand-4MinDepth-80-rawIteration2	34.72	89.85	128.95	175.78	215.65	244.97	262.97	269.41	
PatTrie-Rand-4MinDepth-160-rawIteration0	1.31	2.87	6.0	23.57	54.95	94.83	141.62	195.72		PatTrie-Rand-4MinDepth-160-rawIteration0	16.36	163.71	0.1	26107.0	0.066	0.68		PatTrie-Rand-4MinDepth-160-rawIteration0	14.81	30.37	46.37	61.87	77.3	92.66	108.23	123.69		PatTrie-Rand-4MinDepth-160-rawIteration0	8.62	17.4	26.28	35.24	43.78	52.71	61.64	70.55	1569299.0		PatTrie-Rand-4MinDepth-160-rawIteration0	34.53	71.69	110.36	147.39	179.63	199.44	217.56	222.65	
PatTrie-Rand-4MinDepth-160-rawIteration1	1.29	2.89	5.99	21.17	46.41	86.12	132.58	185.4		PatTrie-Rand-4MinDepth-160-rawIteration1	16.39	163.8	0.1	26183.0	0.071	0.678		PatTrie-Rand-4MinDepth-160-rawIteration1	14.84	30.52	45.92	61.23	76.8	92.29	107.47	122.61		PatTrie-Rand-4MinDepth-160-rawIteration1	8.65	17.45	26.28	35.04	43.89	52.85	61.78	70.64	1568509.0		PatTrie-Rand-4MinDepth-160-rawIteration1	35.96	72.2	107.41	145.87	177.63	206.35	217.34	224.26	
PatTrie-Rand-4MinDepth-160-rawIteration2	1.31	2.85	5.98	22.06	48.37	88.71	135.07	189.44		PatTrie-Rand-4MinDepth-160-rawIteration2	16.38	163.58	0.1	26134.0	0.069	0.69		PatTrie-Rand-4MinDepth-160-rawIteration2	14.42	29.9	45.14	60.44	76.15	91.78	106.91	122.09		PatTrie-Rand-4MinDepth-160-rawIteration2	8.64	17.47	26.04	34.83	43.65	52.58	61.59	70.46	1569303.0		PatTrie-Rand-4MinDepth-160-rawIteration2	34.3	71.23	100.44	138.0	163.87	184.86	197.14	200.87	

Insertions	125000	250000	375000	500000	625000	750000	875000	1000000		CacheStats	Disk Usage (MB)	Uncompressed Size (MB)	Compression Ratio	Parition Count	Serialization Time (%)	Disk Write Time (%)		Contains	200000	400000	600000	800000	1000000	1200000	1400000	1600000		PrefixSearches	100000	200000	300000	400000	500000	600000	700000	800000	TotalResults		Removals	93750	187500	281250	375000	468750	562500	656250	750000	
PatTrie-Seq-EvenSplits-3000-avg	0.31	0.59	0.93	1.28	1.64	2.02	2.39	2.76		PatTrie-Seq-EvenSplits-3000-avg	1.26	161.84	0.01	1000.0	0.08	0.09		PatTrie-Seq-EvenSplits-3000-avg	1.31	2.62	3.89	5.17	6.32	7.57	8.87	10.13		PatTrie-Seq-EvenSplits-3000-avg	9.53	19.11	28.55	37.91	47.27	56.83	66.19	75.55	8.0E7		PatTrie-Seq-EvenSplits-3000-avg	0.51	0.97	1.44	1.88	2.33	2.78	3.21	3.62	
PatTrie-Seq-EvenSplits-6000-avg	0.24	0.51	0.84	1.17	1.51	1.89	2.24	2.61		PatTrie-Seq-EvenSplits-6000-avg	1.0	161.72	0.01	500.0	0.07	0.06		PatTrie-Seq-EvenSplits-6000-avg	1.23	2.48	3.74	5.02	6.13	7.38	8.63	9.86		PatTrie-Seq-EvenSplits-6000-avg	8.86	17.99	26.91	36.01	44.88	53.91	63.01	71.98	8.0E7		PatTrie-Seq-EvenSplits-6000-avg	0.48	0.94	1.39	1.82	2.27	2.69	3.11	3.5	
PatTrie-Seq-EvenSplits-12000-avg	0.28	0.65	1.1	1.54	2.11	2.64	3.12	3.73		PatTrie-Seq-EvenSplits-12000-avg	0.96	161.65	0.01	260.0	0.04	0.03		PatTrie-Seq-EvenSplits-12000-avg	1.53	3.26	5.18	6.92	8.53	10.08	11.84	13.77		PatTrie-Seq-EvenSplits-12000-avg	9.0	18.33	27.62	36.93	46.15	55.39	64.74	73.87	8.0E7		PatTrie-Seq-EvenSplits-12000-avg	0.55	1.2	1.93	2.55	3.32	4.03	4.66	5.32	
PatTrie-Seq-4MinDepth-3000-avg	0.26	0.59	1.03	1.51	2.0	2.6	3.08	3.59		PatTrie-Seq-4MinDepth-3000-avg	2.16	162.09	0.01	2763.0	0.08	0.17		PatTrie-Seq-4MinDepth-3000-avg	1.77	3.41	5.05	6.69	8.14	9.99	11.65	13.3		PatTrie-Seq-4MinDepth-3000-avg	10.66	21.58	32.56	43.49	54.43	65.42	76.43	87.23	8.0E7		PatTrie-Seq-4MinDepth-3000-avg	0.83	1.46	2.08	2.69	3.31	3.91	4.48	5.1	
PatTrie-Seq-4MinDepth-6000-avg	0.24	0.55	0.95	1.36	1.79	2.26	2.81	3.24		PatTrie-Seq-4MinDepth-6000-avg	1.45	161.83	0.01	1364.0	0.07	0.11		PatTrie-Seq-4MinDepth-6000-avg	1.55	3.01	4.55	5.97	7.3	8.9	10.38	11.93		PatTrie-Seq-4MinDepth-6000-avg	9.64	19.68	29.34	39.35	48.97	58.9	68.54	78.41	8.0E7		PatTrie-Seq-4MinDepth-6000-avg	0.62	1.23	1.77	2.28	2.81	3.33	3.83	4.36	
PatTrie-Seq-4MinDepth-12000-avg	0.24	0.55	0.96	1.33	1.74	2.17	2.58	3.06		PatTrie-Seq-4MinDepth-12000-avg	1.1	161.72	0.01	661.0	0.05	0.07		PatTrie-Seq-4MinDepth-12000-avg	1.5	2.86	4.32	5.73	6.99	8.54	9.95	11.43		PatTrie-Seq-4MinDepth-12000-avg	9.19	18.37	27.64	37.01	46.34	55.52	64.68	74.09	8.0E7		PatTrie-Seq-4MinDepth-12000-avg	0.57	1.14	1.63	2.1	2.57	3.05	3.5	3.98	
PatTrie-Word-EvenSplits-50-avg	1.49	2.96	5.54	9.94	18.63	26.07	32.94	37.25		PatTrie-Word-EvenSplits-50-avg	22.4	155.1	0.14	55873.0	0.05	0.54		PatTrie-Word-EvenSplits-50-avg	3.76	6.44	9.09	11.69	14.37	16.96	19.5	22.1		PatTrie-Word-EvenSplits-50-avg	19.86	39.33	59.11	78.66	98.49	116.92	136.36	155.69	1.60779811E8		PatTrie-Word-EvenSplits-50-avg	3.87	7.87	12.58	17.14	22.22	26.67	31.39	37.11	
PatTrie-Word-EvenSplits-100-avg	1.48	2.99	5.1	8.34	14.7	21.02	26.54	29.37		PatTrie-Word-EvenSplits-100-avg	15.63	148.78	0.11	28003.0	0.04	0.38		PatTrie-Word-EvenSplits-100-avg	3.47	6.19	8.99	11.78	14.65	17.45	20.19	23.06		PatTrie-Word-EvenSplits-100-avg	18.14	36.09	54.38	72.52	91.03	107.96	126.05	144.08	1.60779811E8		PatTrie-Word-EvenSplits-100-avg	2.83	5.55	8.64	11.58	14.9	17.95	20.92	23.65	
PatTrie-Word-EvenSplits-200-avg	1.36	2.79	4.65	7.29	12.49	17.84	22.04	25.09		PatTrie-Word-EvenSplits-200-avg	11.85	145.88	0.08	13843.0	0.04	0.29		PatTrie-Word-EvenSplits-200-avg	3.56	6.6	9.84	13.04	16.4	19.73	22.8	26.09		PatTrie-Word-EvenSplits-200-avg	17.79	35.55	53.64	71.41	89.8	106.27	124.12	141.99	1.60779811E8		PatTrie-Word-EvenSplits-200-avg	2.3	4.62	6.86	9.25	11.75	14.31	16.34	18.65	
PatTrie-Word-4MinDepth-50-avg	1.39	2.82	6.2	12.27	22.72	30.61	41.91	48.6		PatTrie-Word-4MinDepth-50-avg	31.05	166.55	0.19	93563.0	0.06	0.83		PatTrie-Word-4MinDepth-50-avg	7.15	9.54	11.85	14.12	16.38	18.59	20.78	23.07		PatTrie-Word-4MinDepth-50-avg	22.09	42.99	64.33	85.59	107.15	127.45	148.75	169.7	1.60779811E8		PatTrie-Word-4MinDepth-50-avg	5.87	10.82	17.1	23.77	31.45	37.86	46.39	57.43	
PatTrie-Word-4MinDepth-100-avg	1.31	2.63	4.76	8.69	16.15	23.77	29.68	34.29		PatTrie-Word-4MinDepth-100-avg	18.6	154.95	0.12	40658.0	0.05	0.55		PatTrie-Word-4MinDepth-100-avg	3.24	5.54	7.89	10.2	12.61	14.89	17.13	19.4		PatTrie-Word-4MinDepth-100-avg	19.45	38.41	57.83	77.02	96.66	114.57	133.76	152.89	1.60779811E8		PatTrie-Word-4MinDepth-100-avg	2.64	6.04	9.24	12.44	15.8	18.94	22.89	26.47	
PatTrie-Word-4MinDepth-200-avg	1.24	2.47	4.12	6.69	11.72	16.79	20.66	23.77		PatTrie-Word-4MinDepth-200-avg	13.08	149.14	0.09	18655.0	0.04	0.37		PatTrie-Word-4MinDepth-200-avg	2.8	5.1	7.5	9.88	12.45	14.8	17.16	19.61		PatTrie-Word-4MinDepth-200-avg	17.24	34.43	52.08	69.41	87.02	103.04	120.24	137.62	1.60779811E8		PatTrie-Word-4MinDepth-200-avg	1.88	3.77	5.88	8.23	10.81	13.32	15.38	17.71	
PatTrie-Rand-EvenSplits-40-avg	1.99	4.17	10.36	34.86	74.55	126.97	190.85	274.31		PatTrie-Rand-EvenSplits-40-avg	25.94	164.32	0.16	65278.67	0.05	0.71		PatTrie-Rand-EvenSplits-40-avg	24.51	48.61	72.68	96.84	120.82	145.19	169.2	193.24		PatTrie-Rand-EvenSplits-40-avg	13.53	27.29	40.97	54.64	68.23	82.16	95.84	109.48	1569037.0		PatTrie-Rand-EvenSplits-40-avg	46.63	98.89	150.16	194.22	235.6	272.77	299.07	313.06	
PatTrie-Rand-EvenSplits-80-avg	1.8	3.87	7.86	28.03	62.06	108.18	172.3	246.1		PatTrie-Rand-EvenSplits-80-avg	18.52	159.39	0.12	33992.33	0.05	0.69		PatTrie-Rand-EvenSplits-80-avg	23.89	47.18	70.96	94.85	118.4	142.0	165.7	189.14		PatTrie-Rand-EvenSplits-80-avg	13.18	26.49	39.89	53.24	66.77	80.27	93.58	106.96	1569037.0		PatTrie-Rand-EvenSplits-80-avg	42.57	93.44	144.5	190.59	228.26	260.07	286.11	294.04	
PatTrie-Rand-EvenSplits-160-avg	1.71	3.71	7.21	27.4	63.94	110.3	167.04	229.75		PatTrie-Rand-EvenSplits-160-avg	14.82	162.48	0.09	19152.0	0.07	0.63		PatTrie-Rand-EvenSplits-160-avg	23.27	46.35	69.6	92.68	115.44	138.48	161.43	184.39		PatTrie-Rand-EvenSplits-160-avg	12.28	25.22	37.75	50.55	63.21	75.88	88.92	101.4	1569037.0		PatTrie-Rand-EvenSplits-160-avg	40.58	83.54	122.4	158.77	185.51	208.92	224.97	229.58	
PatTrie-Rand-4MinDepth-40-avg	1.64	3.59	14.15	45.99	101.1	177.67	278.48	400.82		PatTrie-Rand-4MinDepth-40-avg	43.93	209.25	0.21	145714.33	0.03	0.89		PatTrie-Rand-4MinDepth-40-avg	17.17	32.62	48.29	63.78	79.17	94.46	109.88	125.24		PatTrie-Rand-4MinDepth-40-avg	9.64	19.38	29.1	38.81	48.76	58.5	68.31	77.99	1569037.0		PatTrie-Rand-4MinDepth-40-avg	66.32	142.92	215.76	281.53	338.35	389.26	431.83	461.8	
PatTrie-Rand-4MinDepth-80-avg	1.41	3.11	8.26	25.91	59.44	108.81	172.46	239.79		PatTrie-Rand-4MinDepth-80-avg	23.7	170.55	0.14	57069.67	0.05	0.77		PatTrie-Rand-4MinDepth-80-avg	14.34	28.63	43.17	57.85	72.29	86.89	101.59	116.16		PatTrie-Rand-4MinDepth-80-avg	8.34	16.89	25.46	33.95	42.59	51.1	59.63	68.25	1569037.0		PatTrie-Rand-4MinDepth-80-avg	40.65	89.49	138.8	180.6	223.05	253.15	274.1	282.03	
PatTrie-Rand-4MinDepth-160-avg	1.3	2.87	5.99	22.27	49.91	89.89	136.42	190.19		PatTrie-Rand-4MinDepth-160-avg	16.38	163.7	0.1	26141.33	0.07	0.68		PatTrie-Rand-4MinDepth-160-avg	14.69	30.26	45.81	61.18	76.75	92.24	107.54	122.8		PatTrie-Rand-4MinDepth-160-avg	8.64	17.44	26.2	35.04	43.77	52.71	61.67	70.55	1569037.0		PatTrie-Rand-4MinDepth-160-avg	34.93	71.71	106.07	143.75	173.71	196.88	210.68	215.93	
