Insertions	125000	250000	375000	500000	625000	750000	875000	1000000		CacheStats	Disk Usage (MB)	Uncompressed Size (MB)	Compression Ratio	Parition Count	Serialization Time (%)	Disk Write Time (%)		Contains	200000	400000	600000	800000	1000000	1200000	1400000	1600000		PrefixSearches	100000	200000	300000	400000	500000	600000	700000	800000	TotalResults		Removals	93750	187500	281250	375000	468750	562500	656250	750000
BTree-Word-ArrayList-200-rawIteration1	0.09	0.19	0.55	1.1	2.06	4.09	5	5.61		BTree-Word-ArrayList-200-rawIteration1	10.23	92.71	0.11	8310	0.213	0.645		BTree-Word-ArrayList-200-rawIteration1	0.82	1.22	1.61	2	2.45	2.88	3.27	3.68		BTree-Word-ArrayList-200-rawIteration1	1.18	2.17	3.21	4.25	5.38	6.48	7.44	8.37	1.60779811E8		BTree-Word-ArrayList-200-rawIteration1	0.2	0.4	0.6	0.81	1.03	1.3	1.57	1.86
BTree-Word-ArrayList-200-rawIteration2	0.09	0.21	0.57	1.12	2.05	3.38	4.29	5.34		BTree-Word-ArrayList-200-rawIteration2	10.23	92.71	0.11	8310	0.222	0.856		BTree-Word-ArrayList-200-rawIteration2	0.82	1.22	1.63	2.01	2.47	2.9	3.29	3.7		BTree-Word-ArrayList-200-rawIteration2	1.17	2.19	3.23	4.27	5.4	6.5	7.44	8.39	1.60779811E8		BTree-Word-ArrayList-200-rawIteration2	0.27	0.46	0.67	0.9	1.11	1.37	1.66	1.93
BTree-Word-ArrayList-400-rawIteration0	0.08	0.18	0.4	0.76	1.4	2.37	3.66	4.35		BTree-Word-ArrayList-400-rawIteration0	8.14	91.07	0.089	4047	0.261	0.523		BTree-Word-ArrayList-400-rawIteration0	0.93	1.48	2.09	2.68	3.42	3.99	4.54	5.12		BTree-Word-ArrayList-400-rawIteration0	1.45	2.62	3.88	5.28	6.49	8.25	9.41	10.58	1.60779811E8		BTree-Word-ArrayList-400-rawIteration0	0.57	0.7	0.84	0.98	1.12	1.3	1.47	1.63
BTree-Word-ArrayList-400-rawIteration1	0.08	0.17	0.39	0.76	1.41	2.44	2.99	3.63		BTree-Word-ArrayList-400-rawIteration1	8.14	91.07	0.089	4047	0.297	0.445		BTree-Word-ArrayList-400-rawIteration1	0.91	1.48	2.1	2.7	3.38	3.96	4.49	5.11		BTree-Word-ArrayList-400-rawIteration1	1.41	2.57	3.9	5.1	6.3	7.96	9.2	10.63	1.60779811E8		BTree-Word-ArrayList-400-rawIteration1	0.14	0.27	0.41	0.55	0.7	0.88	1.04	1.21
BTree-Word-ArrayList-400-rawIteration2	0.08	0.17	0.41	0.83	1.51	2.54	3.11	3.86		BTree-Word-ArrayList-400-rawIteration2	8.14	91.07	0.089	4047	0.279	0.455		BTree-Word-ArrayList-400-rawIteration2	1.33	1.93	2.56	3.21	3.88	4.46	5	5.62		BTree-Word-ArrayList-400-rawIteration2	1.42	2.56	3.9	5.1	6.32	8	9.22	10.73	1.60779811E8		BTree-Word-ArrayList-400-rawIteration2	0.14	0.28	0.42	0.57	0.71	0.89	1.08	1.25
BTree-Word-Treap-100-rawIteration0	0.43	0.99	1.84	2.85	5.22	8.82	10.83	12.95		BTree-Word-Treap-100-rawIteration0	12.98	144.59	0.09	17110	0.139	0.782		BTree-Word-Treap-100-rawIteration0	1.12	1.71	2.32	3.17	3.88	4.47	4.98	5.56		BTree-Word-Treap-100-rawIteration0	2.97	5.4	7.79	10.64	13.4	16.25	18.9	21.63	1.60779811E8		BTree-Word-Treap-100-rawIteration0	0.44	0.85	1.27	1.73	2.44	3.25	3.8	4.58
BTree-Word-Treap-100-rawIteration1	0.11	0.66	1.58	2.88	5.06	7.06	9.37	12.44		BTree-Word-Treap-100-rawIteration1	12.97	144.53	0.09	17096	0.144	0.808		BTree-Word-Treap-100-rawIteration1	1.09	1.69	2.29	2.89	3.63	4.23	4.75	5.29		BTree-Word-Treap-100-rawIteration1	2.84	5.26	7.63	10.39	12.75	16.28	18.94	21.53	1.60779811E8		BTree-Word-Treap-100-rawIteration1	0.39	0.79	1.23	1.68	3.46	4.27	4.78	5.35
BTree-Word-Treap-100-rawIteration2	0.11	0.55	1.31	2.32	4.06	8.4	10.85	12.31		BTree-Word-Treap-100-rawIteration2	12.98	144.7	0.09	17119	0.132	0.88		BTree-Word-Treap-100-rawIteration2	1.04	1.61	2.22	2.8	3.54	4.14	4.65	5.2		BTree-Word-Treap-100-rawIteration2	3.19	5.61	8.02	10.83	13.49	16.33	18.91	21.8	1.60779811E8		BTree-Word-Treap-100-rawIteration2	0.43	0.84	1.28	1.73	2.43	3.76	5.62	6.2
BTree-Word-Treap-200-rawIteration0	0.09	0.7	1.16	1.99	3.79	5.1	8.02	8.92		BTree-Word-Treap-200-rawIteration0	9.57	140.94	0.068	8331	0.186	0.632		BTree-Word-Treap-200-rawIteration0	1.24	2.13	3.12	3.97	5.02	5.93	6.73	7.59		BTree-Word-Treap-200-rawIteration0	2.83	5.37	8.3	11.19	14.09	17.37	20.25	23.1	1.60779811E8		BTree-Word-Treap-200-rawIteration0	0.23	0.46	0.7	0.96	1.42	2.05	2.33	2.61
BTree-Word-Treap-200-rawIteration1	0.09	0.35	0.82	1.64	2.87	4.85	6.8	7.85		BTree-Word-Treap-200-rawIteration1	9.55	140.88	0.068	8283	0.203	0.663		BTree-Word-Treap-200-rawIteration1	1.19	2.08	3	3.81	4.88	5.73	6.57	7.58		BTree-Word-Treap-200-rawIteration1	3.03	5.54	8.48	11.37	14.25	17.45	20.13	22.98	1.60779811E8		BTree-Word-Treap-200-rawIteration1	0.22	0.45	0.7	0.97	1.4	1.94	2.22	2.5
BTree-Word-Treap-200-rawIteration2	0.09	0.37	0.82	1.43	2.61	3.99	6.48	8.68		BTree-Word-Treap-200-rawIteration2	9.55	140.86	0.068	8293	0.176	0.6		BTree-Word-Treap-200-rawIteration2	1.27	2.15	3.12	3.96	5.04	5.89	6.65	7.63		BTree-Word-Treap-200-rawIteration2	2.8	5.36	8.22	11.11	13.92	17.08	19.78	22.58	1.60779811E8		BTree-Word-Treap-200-rawIteration2	0.22	0.46	0.71	0.97	1.43	1.97	2.52	2.8
BTree-Word-Treap-400-rawIteration0	0.07	0.44	0.73	1.19	1.94	3.2	5.4	6.19		BTree-Word-Treap-400-rawIteration0	7.81	139.09	0.056	4051	0.232	0.498		BTree-Word-Treap-400-rawIteration0	2.04	3.63	5.53	7.44	9.91	12.1	14.04	16.54		BTree-Word-Treap-400-rawIteration0	4.43	8.02	12.1	16.31	20.66	25.41	29.94	33.39	1.60779811E8		BTree-Word-Treap-400-rawIteration0	0.15	0.31	0.48	0.65	0.94	1.3	1.47	2.06
BTree-Word-Treap-400-rawIteration1	0.08	0.4	0.68	1.05	1.78	2.81	4.34	5.03		BTree-Word-Treap-400-rawIteration1	7.81	139.09	0.056	4039	0.265	0.397		BTree-Word-Treap-400-rawIteration1	2.02	3.61	5.52	7.61	10.01	12.08	14.05	16.18		BTree-Word-Treap-400-rawIteration1	4.23	7.79	11.97	16.19	20.38	25.05	29.05	32.92	1.60779811E8		BTree-Word-Treap-400-rawIteration1	0.15	0.31	0.48	0.66	0.97	1.33	1.51	1.8
BTree-Word-Treap-400-rawIteration2	0.09	0.27	0.56	0.94	1.67	2.71	4.31	5.14		BTree-Word-Treap-400-rawIteration2	7.81	139.12	0.056	4050	0.286	0.407		BTree-Word-Treap-400-rawIteration2	2.14	3.79	5.77	7.85	10.18	12.25	14.22	16.67		BTree-Word-Treap-400-rawIteration2	4.17	7.69	11.85	16.08	20.16	24.66	28.59	32.55	1.60779811E8		BTree-Word-Treap-400-rawIteration2	0.16	0.33	0.49	0.67	0.96	1.33	1.5	1.8
BTree-Word-RBT-100-rawIteration0	0.49	1.17	2.19	3.25	5.65	8.97	11.22	12.68		BTree-Word-RBT-100-rawIteration0	13.43	153.72	0.087	17127	0.14	0.794		BTree-Word-RBT-100-rawIteration0	1.08	1.69	2.35	2.95	3.84	4.46	5	5.57		BTree-Word-RBT-100-rawIteration0	3.34	5.86	8.76	11.83	14.73	18.17	20.82	23.64	1.60779811E8		BTree-Word-RBT-100-rawIteration0	0.46	0.91	1.36	1.83	2.67	3.85	4.83	6.47
BTree-Word-RBT-100-rawIteration1	0.15	1	2.13	3.66	5.32	8.24	10.75	12.2		BTree-Word-RBT-100-rawIteration1	13.43	153.72	0.087	17127	0.145	0.859		BTree-Word-RBT-100-rawIteration1	1.07	1.71	2.37	3.04	3.8	4.4	4.97	5.56		BTree-Word-RBT-100-rawIteration1	3.3	5.98	8.91	11.65	14.81	18.2	21.15	23.72	1.60779811E8		BTree-Word-RBT-100-rawIteration1	0.42	0.83	1.27	1.74	2.58	3.74	5.92	6.48
BTree-Word-RBT-100-rawIteration2	0.14	0.79	1.58	3.4	5.17	8.23	10.71	12.35		BTree-Word-RBT-100-rawIteration2	13.43	153.72	0.087	17127	0.152	0.829		BTree-Word-RBT-100-rawIteration2	1.59	2.22	2.88	3.5	4.25	4.86	5.4	5.97		BTree-Word-RBT-100-rawIteration2	3.27	6.57	9.46	12.19	15.34	18.92	21.75	24.25	1.60779811E8		BTree-Word-RBT-100-rawIteration2	0.43	0.86	1.28	1.74	2.58	4.43	4.95	5.48
BTree-Word-RBT-200-rawIteration0	0.13	0.46	0.94	1.53	2.77	4.08	6.4	9.56		BTree-Word-RBT-200-rawIteration0	9.77	149.51	0.065	8310	0.154	0.633		BTree-Word-RBT-200-rawIteration0	1.24	2.13	3.09	3.98	5.1	6.05	6.89	7.98		BTree-Word-RBT-200-rawIteration0	3.33	5.94	9.1	12.28	15.64	19.04	22.02	25.01	1.60779811E8		BTree-Word-RBT-200-rawIteration0	0.31	0.54	0.78	1.11	1.73	2.28	2.57	3.01
BTree-Word-RBT-200-rawIteration1	0.13	0.47	1.28	1.87	3.49	4.81	6.76	8.53		BTree-Word-RBT-200-rawIteration1	9.77	149.51	0.065	8310	0.175	0.579		BTree-Word-RBT-200-rawIteration1	1.28	2.18	3.11	3.98	5.15	6.08	7.06	7.99		BTree-Word-RBT-200-rawIteration1	3.43	6.4	9.75	13.16	16.33	19.73	22.71	25.7	1.60779811E8		BTree-Word-RBT-200-rawIteration1	0.37	0.6	0.85	1.11	1.62	2.48	2.98	3.28
BTree-Word-RBT-200-rawIteration2	0.13	0.45	0.95	1.57	2.89	4.9	6.85	8.98		BTree-Word-RBT-200-rawIteration2	9.77	149.51	0.065	8310	0.162	0.603		BTree-Word-RBT-200-rawIteration2	1.24	2.14	3.08	3.98	5.13	6.06	7.06	7.97		BTree-Word-RBT-200-rawIteration2	3.35	5.99	9.45	12.57	15.64	19.01	22.09	25.1	1.60779811E8		BTree-Word-RBT-200-rawIteration2	0.24	0.47	0.72	1.06	1.55	2.38	2.68	2.97
BTree-Word-RBT-400-rawIteration0	0.12	0.36	0.69	1.11	2.17	3.2	5.32	6.15		BTree-Word-RBT-400-rawIteration0	7.91	147.39	0.054	4047	0.261	0.454		BTree-Word-RBT-400-rawIteration0	2.53	4.3	6.44	8.79	11.34	13.96	16.07	18.49		BTree-Word-RBT-400-rawIteration0	4.72	8.93	13.47	18.1	22.66	27.78	31.97	36.36	1.60779811E8		BTree-Word-RBT-400-rawIteration0	0.16	0.32	0.49	0.67	1	1.4	1.61	1.79
BTree-Word-RBT-400-rawIteration1	0.12	0.38	0.75	1.29	2.08	3.34	5.62	6.3		BTree-Word-RBT-400-rawIteration1	7.91	147.39	0.054	4047	0.238	0.47		BTree-Word-RBT-400-rawIteration1	2.23	4.01	6.2	8.78	11.29	13.53	16	18.3		BTree-Word-RBT-400-rawIteration1	4.58	8.9	13.53	18.13	22.73	27.9	32.1	36.54	1.60779811E8		BTree-Word-RBT-400-rawIteration1	0.15	0.31	0.47	0.65	0.99	1.38	1.57	1.76
BTree-Word-RBT-400-rawIteration2	0.11	0.36	0.69	1.11	1.88	2.9	4.45	5.13		BTree-Word-RBT-400-rawIteration2	7.91	147.39	0.054	4047	0.269	0.387		BTree-Word-RBT-400-rawIteration2	2.21	3.97	6.07	8.7	11.19	13.44	15.97	18.27		BTree-Word-RBT-400-rawIteration2	4.57	8.82	13.38	18.02	22.63	27.79	31.95	36	1.60779811E8		BTree-Word-RBT-400-rawIteration2	0.15	0.31	0.48	0.66	0.99	1.41	1.61	1.8
BTree-Word-LinkedLinear-100-rawIteration0	0.48	1.22	2.38	4.09	6.68	11.35	13.27	15.74		BTree-Word-LinkedLinear-100-rawIteration0	14.18	128.85	0.11	17127	0.111	0.723		BTree-Word-LinkedLinear-100-rawIteration0	1.51	2.27	3.03	3.7	4.4	5.03	5.62	6.28		BTree-Word-LinkedLinear-100-rawIteration0	2.49	4.47	6.41	8.56	10.72	13.05	15.14	17.01	1.60779811E8		BTree-Word-LinkedLinear-100-rawIteration0	0.51	0.98	1.48	1.97	2.48	3.1	3.6	5.03
BTree-Word-LinkedLinear-100-rawIteration1	0.42	1.17	2.3	3.64	6.01	8.25	10.36	13.18		BTree-Word-LinkedLinear-100-rawIteration1	14.18	128.85	0.11	17127	0.122	0.599		BTree-Word-LinkedLinear-100-rawIteration1	1.38	2.13	2.9	3.64	4.52	5.14	5.73	6.33		BTree-Word-LinkedLinear-100-rawIteration1	2.44	4.5	6.58	8.57	10.77	13.09	15.23	17.13	1.60779811E8		BTree-Word-LinkedLinear-100-rawIteration1	0.44	0.89	1.35	1.81	2.31	2.93	3.97	4.5
BTree-Word-LinkedLinear-100-rawIteration2	0.42	1.1	2.3	3.8	5.65	8.73	10.65	12.49		BTree-Word-LinkedLinear-100-rawIteration2	14.18	128.85	0.11	17127	0.125	0.691		BTree-Word-LinkedLinear-100-rawIteration2	1.23	1.97	2.75	3.49	4.34	5.05	5.63	6.24		BTree-Word-LinkedLinear-100-rawIteration2	2.45	4.43	6.52	8.51	10.69	13.39	15.56	17.45	1.60779811E8		BTree-Word-LinkedLinear-100-rawIteration2	0.62	1.08	1.56	2.02	2.52	3.13	3.64	4.2
BTree-Word-LinkedLinear-200-rawIteration0	0.61	1.31	2.33	3.46	4.87	6.92	8.92	10.47		BTree-Word-LinkedLinear-200-rawIteration0	10.13	125.21	0.081	8310	0.131	0.498		BTree-Word-LinkedLinear-200-rawIteration0	1.49	2.62	3.78	4.93	6.07	7.07	7.99	8.97		BTree-Word-LinkedLinear-200-rawIteration0	2.53	4.87	7.03	9.52	11.65	14.47	16.62	19.03	1.60779811E8		BTree-Word-LinkedLinear-200-rawIteration0	0.31	0.63	0.95	1.29	1.66	2.09	2.4	2.72
BTree-Word-LinkedLinear-200-rawIteration1	0.61	1.32	2.31	3.44	4.83	6.5	9.56	11.86		BTree-Word-LinkedLinear-200-rawIteration1	10.13	125.21	0.081	8310	0.117	0.448		BTree-Word-LinkedLinear-200-rawIteration1	1.78	2.91	4.08	5.17	6.26	7.27	8.19	9.2		BTree-Word-LinkedLinear-200-rawIteration1	2.98	5.44	7.67	10.33	12.51	15.32	17.79	19.91	1.60779811E8		BTree-Word-LinkedLinear-200-rawIteration1	0.3	0.61	0.93	1.27	2.28	2.7	3.06	3.38
BTree-Word-LinkedLinear-200-rawIteration2	0.61	1.43	2.69	3.82	5.65	7.31	9.53	10.95		BTree-Word-LinkedLinear-200-rawIteration2	10.13	125.21	0.081	8310	0.138	0.408		BTree-Word-LinkedLinear-200-rawIteration2	1.71	2.84	4.02	5.07	6.16	7.16	8.08	9.08		BTree-Word-LinkedLinear-200-rawIteration2	2.53	4.79	6.96	9.51	11.66	14.46	16.9	18.99	1.60779811E8		BTree-Word-LinkedLinear-200-rawIteration2	0.31	0.62	0.94	1.28	1.66	2.07	2.36	2.71
BTree-Word-LinkedLinear-400-rawIteration0	0.88	1.88	3.07	4.33	5.55	7.14	9.45	10.9		BTree-Word-LinkedLinear-400-rawIteration0	8.09	123.45	0.066	4047	0.132	0.221		BTree-Word-LinkedLinear-400-rawIteration0	2.45	4.39	6.31	8.25	10.57	12.54	14.76	17.11		BTree-Word-LinkedLinear-400-rawIteration0	3.49	6.77	10.19	13.97	17.38	21.14	24.76	28.02	1.60779811E8		BTree-Word-LinkedLinear-400-rawIteration0	0.31	0.67	1.01	1.35	1.71	2.09	2.3	2.54
BTree-Word-LinkedLinear-400-rawIteration1	0.87	1.87	3.08	4.31	5.52	7.11	9.46	10.75		BTree-Word-LinkedLinear-400-rawIteration1	8.09	123.45	0.066	4047	0.136	0.206		BTree-Word-LinkedLinear-400-rawIteration1	2.45	4.3	6.26	8.2	10.57	12.9	15.13	17.44		BTree-Word-LinkedLinear-400-rawIteration1	3.65	6.89	10.3	14.11	17.65	21.44	25.09	28.44	1.60779811E8		BTree-Word-LinkedLinear-400-rawIteration1	0.31	0.65	0.98	1.31	1.66	2.04	2.27	2.54
BTree-Word-LinkedLinear-400-rawIteration2	0.88	1.89	3.07	4.28	5.49	7.18	9.34	11.13		BTree-Word-LinkedLinear-400-rawIteration2	8.09	123.45	0.066	4047	0.138	0.221		BTree-Word-LinkedLinear-400-rawIteration2	2.5	4.34	6.3	8.23	10.55	12.85	15.02	17.34		BTree-Word-LinkedLinear-400-rawIteration2	3.53	6.77	10.16	13.97	17.41	21.44	25.15	28.52	1.60779811E8		BTree-Word-LinkedLinear-400-rawIteration2	0.32	0.66	0.98	1.31	1.68	2.05	2.26	2.5
BTree-Rand-ArrayList-40-rawIteration0	0.29	0.61	0.95	1.97	12.46	35.35	66.67	118.35		BTree-Rand-ArrayList-40-rawIteration0	24.38	107	0.228	37113	0.072	0.789		BTree-Rand-ArrayList-40-rawIteration0	11.55	22.05	32.4	43.49	54.6	65.18	75.66	86.15		BTree-Rand-ArrayList-40-rawIteration0	5.76	11.73	17.65	23.7	29.54	35.57	41.4	47.41	1569299		BTree-Rand-ArrayList-40-rawIteration0	22.06	58.06	93.58	116.43	129.79	139.72	146.19	147.29
BTree-Rand-ArrayList-40-rawIteration1	0.28	0.6	0.94	1.91	12.12	39.74	85.68	128.67		BTree-Rand-ArrayList-40-rawIteration1	24.37	106.87	0.228	37076	0.068	0.804		BTree-Rand-ArrayList-40-rawIteration1	11.13	21.29	32.23	43.4	53.92	64.17	74.81	85.35		BTree-Rand-ArrayList-40-rawIteration1	5.75	11.8	17.63	23.62	29.42	35.41	41.23	47.25	1568509		BTree-Rand-ArrayList-40-rawIteration1	19.46	56.65	88.73	122.57	141.15	151.13	157.53	158.63
BTree-Rand-ArrayList-40-rawIteration2	0.26	0.58	0.94	2.49	12.26	41.95	76.31	120.61		BTree-Rand-ArrayList-40-rawIteration2	24.39	107.01	0.228	37115	0.069	0.799		BTree-Rand-ArrayList-40-rawIteration2	10.55	20.86	32.02	42.43	53.34	64.52	75.36	85.8		BTree-Rand-ArrayList-40-rawIteration2	5.74	11.68	17.47	23.44	29.3	35.34	41.23	47.34	1569303		BTree-Rand-ArrayList-40-rawIteration2	21.93	47.58	79.86	106.6	131.41	142.16	144.52	146.21
BTree-Rand-ArrayList-70-rawIteration0	0.19	0.45	0.75	1.08	7.72	26.72	59.2	104.18		BTree-Rand-ArrayList-70-rawIteration0	16.9	99.14	0.17	20987	0.084	0.729		BTree-Rand-ArrayList-70-rawIteration0	11.21	22.39	33.59	45.79	57.35	68.49	79.04	89.54		BTree-Rand-ArrayList-70-rawIteration0	6.08	12.26	17.87	23.74	29.52	35.09	40.9	46.47	1569299		BTree-Rand-ArrayList-70-rawIteration0	22.89	47.43	72.39	93.15	106.5	111.31	111.59	112.18
BTree-Rand-ArrayList-70-rawIteration1	0.19	0.46	0.77	1.09	7.08	26.27	55.67	97.35		BTree-Rand-ArrayList-70-rawIteration1	16.9	99.17	0.17	20983	0.091	0.735		BTree-Rand-ArrayList-70-rawIteration1	10.9	21.93	33.82	45.11	56.85	68.58	79.08	89.85		BTree-Rand-ArrayList-70-rawIteration1	5.44	11.24	16.79	22.61	28.43	34.01	39.86	45.41	1568509		BTree-Rand-ArrayList-70-rawIteration1	19.05	40.05	59.09	77.47	92.12	96.06	97.96	98.5
BTree-Rand-ArrayList-70-rawIteration2	0.2	0.47	0.78	1.12	7.68	29.31	59.35	95.01		BTree-Rand-ArrayList-70-rawIteration2	16.9	99.21	0.17	20998	0.094	0.707		BTree-Rand-ArrayList-70-rawIteration2	10.9	22.39	33.72	44.74	56.76	68.16	78.76	89.27		BTree-Rand-ArrayList-70-rawIteration2	5.46	11.28	17.06	22.83	28.63	34.38	40.66	46.44	1569303		BTree-Rand-ArrayList-70-rawIteration2	20.84	47.39	74.09	89.65	103.5	112.85	113.13	113.64
BTree-Rand-ArrayList-150-rawIteration0	0.17	0.41	0.69	0.97	5.03	21.83	50.37	86.03		BTree-Rand-ArrayList-150-rawIteration0	11.66	93.14	0.125	9571	0.128	0.624		BTree-Rand-ArrayList-150-rawIteration0	11.89	24.21	36.65	49.31	61.68	74.21	86.29	98.51		BTree-Rand-ArrayList-150-rawIteration0	6.18	12.47	18.69	24.84	30.98	37.18	43.44	49.95	1569299		BTree-Rand-ArrayList-150-rawIteration0	26.57	53.21	73.11	89.63	95.68	96.13	96.29	96.67
BTree-Rand-ArrayList-150-rawIteration1	0.16	0.39	0.65	0.91	5.46	22.6	51.68	89.09		BTree-Rand-ArrayList-150-rawIteration1	11.67	93	0.125	9574	0.122	0.649		BTree-Rand-ArrayList-150-rawIteration1	13.23	28.42	41.01	53.28	66.07	78.26	90.58	102.57		BTree-Rand-ArrayList-150-rawIteration1	6.28	12.47	18.62	25.16	31.72	38.15	44.51	50.91	1568509		BTree-Rand-ArrayList-150-rawIteration1	20.38	43.14	62.72	74.86	79.49	80.01	80.2	80.5
BTree-Rand-ArrayList-150-rawIteration2	0.2	0.43	0.7	0.97	4.79	20.92	48.2	82.63		BTree-Rand-ArrayList-150-rawIteration2	11.66	93.03	0.125	9563	0.136	0.626		BTree-Rand-ArrayList-150-rawIteration2	13.1	26.52	39.21	51.36	64.12	76.57	88.91	101.12		BTree-Rand-ArrayList-150-rawIteration2	6.28	12.85	19.34	25.68	32.13	38.63	45.09	51.88	1569303		BTree-Rand-ArrayList-150-rawIteration2	23.79	49.22	70.91	84.53	90.38	91.3	91.47	91.99
BTree-Rand-Treap-40-rawIteration0	0.36	0.82	2.46	19.68	50.95	91.41	140.79	196.31		BTree-Rand-Treap-40-rawIteration0	21.21	153.38	0.138	37261	0.068	0.76		BTree-Rand-Treap-40-rawIteration0	14.27	27.36	39.83	52.9	67.88	83.2	97.07	110.17		BTree-Rand-Treap-40-rawIteration0	7.11	14.58	22.25	29.91	37.35	45.07	52.46	59.79	1569299		BTree-Rand-Treap-40-rawIteration0	30.21	58.07	83.63	114.81	137.96	160.11	176.87	184.5
BTree-Rand-Treap-40-rawIteration1	0.32	0.75	2.16	14.43	35.42	63.83	101.58	142.82		BTree-Rand-Treap-40-rawIteration1	21.18	153.12	0.138	37169	0.097	0.699		BTree-Rand-Treap-40-rawIteration1	12.69	25.67	38.52	51.61	64.44	77.65	91.15	103.99		BTree-Rand-Treap-40-rawIteration1	6.97	14.32	21.65	28.95	36.32	43.7	50.99	58.32	1568509		BTree-Rand-Treap-40-rawIteration1	27.73	59.88	88.2	116.55	139.59	157.89	177.2	184.45
BTree-Rand-Treap-40-rawIteration2	0.31	0.73	2.14	14.46	39.13	67.95	107.21	148.55		BTree-Rand-Treap-40-rawIteration2	21.18	153.17	0.138	37199	0.091	0.716		BTree-Rand-Treap-40-rawIteration2	12.72	25.77	38.77	51.86	64.98	77.84	91.36	104.19		BTree-Rand-Treap-40-rawIteration2	6.97	14.31	21.68	29.02	36.41	43.82	51.17	58.56	1569303		BTree-Rand-Treap-40-rawIteration2	30.16	60.33	88.19	116.76	141.85	162.44	179.98	189.63
BTree-Rand-Treap-70-rawIteration0	0.27	0.64	1.52	13.44	40.36	78.98	124.61	172.19		BTree-Rand-Treap-70-rawIteration0	15.13	145.87	0.104	20919	0.093	0.685		BTree-Rand-Treap-70-rawIteration0	13.08	26.86	41.73	56.57	70.34	84.6	98.42	112.28		BTree-Rand-Treap-70-rawIteration0	7.25	14.64	22.1	29.52	37.26	44.7	52.1	59.59	1569299		BTree-Rand-Treap-70-rawIteration0	28.54	65.03	96.9	123.04	146.78	169.15	179.75	185.91
BTree-Rand-Treap-70-rawIteration1	0.27	0.63	1.68	14.45	42.59	76.98	123.74	170.45		BTree-Rand-Treap-70-rawIteration1	15.18	146.28	0.104	21039	0.091	0.692		BTree-Rand-Treap-70-rawIteration1	14.57	28.91	41.64	55.02	68.89	82.77	96.93	111.56		BTree-Rand-Treap-70-rawIteration1	7.52	15.19	22.67	30.73	38.32	45.81	53.35	61.54	1568509		BTree-Rand-Treap-70-rawIteration1	31.78	68.43	101.57	133.92	156.04	179.87	191.45	193.9
BTree-Rand-Treap-70-rawIteration2	0.26	0.63	1.47	15.11	44.22	83.57	124.2	175.95		BTree-Rand-Treap-70-rawIteration2	15.14	145.98	0.104	20943	0.093	0.678		BTree-Rand-Treap-70-rawIteration2	14.03	27.98	43.92	59.19	72.78	87.4	101.67	115.93		BTree-Rand-Treap-70-rawIteration2	7.55	15.17	23.12	31.04	38.99	46.66	54.3	61.97	1569303		BTree-Rand-Treap-70-rawIteration2	30.76	67.68	95.53	127.17	152.29	177.55	190.01	192.63
BTree-Rand-Treap-150-rawIteration0	0.27	0.61	1.21	11.43	36.03	72.11	117.15	166.95		BTree-Rand-Treap-150-rawIteration0	10.91	140.54	0.078	9628	0.138	0.597		BTree-Rand-Treap-150-rawIteration0	15.87	31.13	46.56	61.99	76.93	91.83	106.77	121.6		BTree-Rand-Treap-150-rawIteration0	8.26	17.25	26.34	35.77	44.47	53.59	62.71	72.35	1569299		BTree-Rand-Treap-150-rawIteration0	29.12	60.26	90.91	117.4	139.79	162.41	171.26	171.74
BTree-Rand-Treap-150-rawIteration1	0.24	0.57	1.14	11.51	35.29	71.55	115.57	164.52		BTree-Rand-Treap-150-rawIteration1	10.93	140.67	0.078	9673	0.141	0.594		BTree-Rand-Treap-150-rawIteration1	17.88	34.18	49.38	64.25	79.09	93.96	108.78	123.61		BTree-Rand-Treap-150-rawIteration1	8.25	17.19	26.2	35.26	43.95	53.01	61.78	70.89	1568509		BTree-Rand-Treap-150-rawIteration1	33.25	65.18	95.88	125.52	148.8	165.36	173.02	173.59
BTree-Rand-Treap-150-rawIteration2	0.24	0.57	1.25	11.84	34.92	71.78	116.85	165.02		BTree-Rand-Treap-150-rawIteration2	10.89	140.34	0.078	9581	0.141	0.596		BTree-Rand-Treap-150-rawIteration2	16.8	32.78	47.64	62.57	77.45	92.4	107.37	122.28		BTree-Rand-Treap-150-rawIteration2	8.3	17.33	26.4	35.51	44.19	53.23	61.97	71.18	1569303		BTree-Rand-Treap-150-rawIteration2	32.28	67.42	96.46	123.36	145.45	164.74	174.18	174.76
BTree-Rand-RBT-40-rawIteration0	0.29	0.67	5.17	22.92	49.3	90.75	135.5	186.43		BTree-Rand-RBT-40-rawIteration0	22.18	165.7	0.134	37113	0.082	0.729		BTree-Rand-RBT-40-rawIteration0	12.96	26.05	39.43	52.46	65.81	79	92.45	105.99		BTree-Rand-RBT-40-rawIteration0	7.24	14.64	22.21	29.36	36.75	44.16	51.57	58.97	1569299		BTree-Rand-RBT-40-rawIteration0	31.83	68.62	105.13	149.04	183.67	220.55	249.3	259.39
BTree-Rand-RBT-40-rawIteration1	0.29	0.67	3.96	21.74	51.67	88.04	134.32	191.64		BTree-Rand-RBT-40-rawIteration1	22.16	165.56	0.134	37076	0.079	0.747		BTree-Rand-RBT-40-rawIteration1	13.35	26.42	39.6	52.6	65.83	79.07	92.38	105.56		BTree-Rand-RBT-40-rawIteration1	7.39	14.84	22.21	29.66	36.78	44.18	51.59	59.01	1568509		BTree-Rand-RBT-40-rawIteration1	31.72	85.22	125.47	158.4	191.23	218.72	239.83	258.27
